Comments,sentiments
"OAU lecturer assaults student for refusing to switch off her phone while in his class https://www.youtube.com/watch?v=gY8tAmc-eLEhttps://www.instagram.com/reel/CzY3cDYpX8U/?igshid=MzRlODBiNWFlZA==In the viral video, the lecturer, Dr Ariyo of the Department of Electrical Engineering, could be heard asking her to switch off her phone but she refused“You can’t be more than me” he said to herHe got angry and forcefully took the phone from her and then punched and pushed her#wetindeyhappentv",negative
Naija dey on a long thing,neutral
"That's  a quality  of a sound  igbo father not the type wey dem go dey chase themselves around with pestle, cutlass etc.God bless Pa Pete EdochieHope that one wearing  IPOB  regalia  around  they see elder like Pete",positive
Wetin Aböki names dey find dia?,neutral
"ASAKE celebrates his GRAMMY nomination. He was nominated alongside Olamide in the Best African Music Performance cartegory for their hit song “Amapiano,”Congratulations!!!#wetindeyhappentv https://www.youtube.com/watch?v=Vi46itK_mhc",positive
celebrate when I still dey alive This song is from pato,positive
"E no concern us. After completing the building in your village, pack and start living there in your village, and be coming to Ajah in Lagos every morning.Parents born one pikin, Dem come dey pressurize the pikin to marry and born grandchildren for them, selfish people respectfully, I no dey disrespect Elders as a Yoruba Demon wey I be.",negative
And you no dey give shishi right? Go to court. How many governors is paying 35k despite exponential increments in allocation from Abuja? All of una thief . If you can't pay for the vote ghe hou rhe hahre,negative
"Nigerian-born U.S. Deputy Treasury Secretary, Adeyemo To Visit Nigeria To Bolster Economic Tieshttps://saharareporters.com/2023/09/13/nigerian-born-us-deputy-treasury-secretary-adeyemo-visit-nigeria-bolster-economic-ties",neutral
See Wetin Greedness Dey Cause For This ManProudly Brought To You By . COM,neutral
and Nigeria will keep nosediving you think you are doing Me you are actually doing yourself .Iyamiri dey progress dey go,positive
"At the moment, Ogunfolaju said he was contemplating suicide over his inability to pay back loans he collected from the bank to run his hotel business.One of the Thief'Nubu Agbadorian supporter contemplating suicide over his inability to pay back the Gbese wey him own a bank, Oga go and pay back your loan before you hang yourself.  Tinubu never reach one year in office suicide don dey hungry all of you. Una never seen anything yet, na one by one una go dey hang una self. We go teach the Igbos how to play politics",negative
Shame no dey catch una,negative
"Lol, Nigeria don dey form USA, bringing democracy everywhere",negative
"After all the ups and downs.At some points, she had used all her strength and might to shout P..! D...!! P...!!! RIP to her soul. As e dey so, she chop bribe,  she no chop bribe,the end has come she no carry fading  leave this planet. And so it would be to all and sundry.We no bring anything come this world,  we no go carry anything go back.Just #FollowPeaceWithAllMen",negative
"What ever it is, poverty and hunger dey land",neutral
"Which working investment have dey invited and has started working so far, even those already existing are backing up self.Wich foreign investment can do well in Nigeria with the current deteriorated economy situations... No light and high cost of power, 720 fuel per liter, insecurities everywhere, political selfishness from the government and the rest.. .. .",neutral
"Husband and wife don begin fight, every man for himself..Pandora was like, abeg abeg carry ya mess go, na my useless and imaginary mandate I dey look for...",negative
"Una dey insult person wey get nairaland comfortably,what if Dem ban u🤣🤣",neutral
"Una go vote rubbish finish when e no favor una and una family una go venture into robberyI remember how we were shouting vote wisely vote wisely una carry sound prince DJ speaker block ear dey do tribalism Wether una vote right or wrong we know the tribe that will still triumph even if fuel is sold for 80k a literShout out to all the Yorubas who wasn’t blindfolded by tribalismFor the rest of you enjoy your Ebola and corn This morning Gazette reporters projected 700,000 Nigerian kids to die of acute hungerWe know the region that won’t be affected and probably record zero hunger death",negative
The way una take dey insult person for this forum is very bad .someone is seeking for advice and guidance but some people are busy shading him with despicable comments.,negative
Omo op na serious bashing you dey receive from everybody wey don comment so far. Make I no come join give you wotoporiosly. So I support all of the above.,neutral
70- 80k as salary... Where the school dey...,neutral
See who dey warn their citizens.. America that people will just be in a gathering enjoying themselves one idiot will just open fire on everybody.. Nai dey warn citizens..,negative
"Since we don beg una make una stop sharing violence but una refuse, if the Result begin play out make una no come cry victimization ooo.Una people dey kill other people family naw, una dey happy, when dem begin enter una make una no cry ooo.Once dem begin pursue una from other parts of Nigeria to una 5 states make una no cry ooo.",negative
Wahala no dey finish for this country sef?,negative
Police dey try walahi....me near already buried body? When I no dey mad,negative
"I’m not tinubu.. I no Dey his mind .. everyone the hustle for the appointment or for their candidate ..Definitely FFk will get something, that’s for real",negative
"WowCharlie, see wetin social media dey cause... Even mad people don dey AIR their opinion",negative
U still dey sell cheap US Facebook account for the same thread dem just jail your counterpart?,negative
