text,Sentiments
One of my guilty pleasures is Starbucks coffe. Can’t afford the 10.00 a cup at stroke. But I fit this in budget,positive
"The PB&J is very good! Also, glad they have a variety pack to try other flavors.",positive
Love this stuff.. great flavor.. shells and taste great,positive
"Works well, I usually put two teabags to steep.Don’t use it regularly, about once-twice a month. Also, body builds tolerance towards it.",positive
Excellent product.  Works well to soften brown sugar.,positive
"I knew what I was ordering so no surprises. If you've not had this, the crumbles are a medium size very similar to ground beef crumble size. No flavor to it, so it can be made to taste however you want. Expands well, has a great texture.",positive
Great packaging- great tasting product - don’t have a favorite- all yummy.,positive
I like good French dressing and this is as good as it gets. Also I bought 3 bottles for the price of 1 from some of my favorite such as Ken's.,positive
Love these biscotti! Have a couple every day with coffee.,positive
"Grainy, could tell it was not ""regular mac and cheese"".",negative
WE Have a lot of food allergies in our family and finding a chip that was not cross contaminated with an oil we were allergic too wasn’t nearly impossible until these chips!!! We love that they are organic and made with coconut oil! Not too salty and they taste great! Awesome nachos with these chips!,positive
This is not an edibleProduct but the sellers are posting it in the manner and false presumption that it is!!this could seriously hurt a baby/child - if it’s affected adults and teens - this needs to be removed from Amazon!!! It’s Not EDIBLE!!!,negative
I ordered the six pack of jelly. The packaging was ok with airpillows and bubble wrap. 3 of the jars were not sealed causing a leak which was a sticky mess.  Not sure if the unsealed jars are ok to use so kinda a waste.,negative
"Bottle was open, sprinkles in bottom of bag. I will be trashing.  Hardly any eyeballs. Don't waste your money.  Not what expected according to description. Very dissatisfied.",negative
I was unable to purchase these at any local grocery store.  So thankful I was able to get them through Amazon!,positive
"No banana flavor what so ever,  nasty taste.",negative
It's a shame. It was hard as a rock and inedible.,negative
"Excellent coffee! I’m hooked and will keep buying, can’t wait to try the other flavors.",positive
"This is great for movie theater flavor. I add in as the corn is popping. A little goes a long way. I did not find it useful as a topper after the fact, but rather with the oil prior to.",positive
Just what I Needed Shipped Promptly As Described +++,positive
"These are way better than Trader Joe's version which tastes like cardboard. These have lots of healthy seeds and can be eaten with just about anything sweet or savory. I put avocado on them, delicious. They are tasty and very filling!",positive
Yuk! What it did to a perfect cup of coffee is unspeakable.,negative
"Had to trash it DISSATISFIED!Opened it and it was liquid and the solid part was like rubbe,  way to stiff to  even mix ewwww maybe mine was a bad or old jar! I don’t  even dare taste it.",negative
"I loved the Bubba's Original Snack Mix.  That said, this one is even better.  The chipotle is tasty but not too hot and combined with the honey BBQ, it makes my mouth water just thinking about.  These are almost too delicious as I can barely stop eating them.",positive
"If one is merely seeking a taste treat, this would still be the best. However, it is much more than that: it is a pristine whole hive product that contains the pollen, propolis, and honeycomb intact with the honey product itself. For me, this is a no-brainer. Some may balk at a honey that requires occasional ""chewing"" because of bits of honeycomb, but think about it this way: each chew is adding priceless aviary nutritional value. The flavor is complex and subtle, sweet but not cloying, suitable for eating on toast, cereal, ice cream, or by the spoonful straight from the jar. I've sampled a variety of ""raw"" honeys, but I've found the one that I will use for as long as it is available. I love this honey.",positive
